,0 
"#Used_Scooters_((6,_16),_(11,_17))",0.0
"#Used_Scooters_((6,_16),_(12,_17))",0.0
"#Used_Scooters_((6,_16),_(13,_17))",0.0
"#Used_Scooters_((6,_16),_(14,_17))",0.0
"#Used_Scooters_((6,_16),_(15,_17))",0.0
"#Used_Scooters_((6,_16),_(16,_17))",0.0
"#Used_Scooters_((6,_16),_(17,_17))",0.0
"#Used_Scooters_((6,_16),_(18,_17))",0.0
"#Used_Scooters_((6,_16),_(19,_17))",0.0
"#Used_Scooters_((6,_16),_(2,_17))",0.0
"#Used_Scooters_((6,_16),_(20,_17))",0.0
"#Used_Scooters_((6,_16),_(21,_17))",0.0
"#Used_Scooters_((6,_16),_(22,_17))",0.0
"#Used_Scooters_((6,_16),_(23,_17))",0.0
"#Used_Scooters_((6,_16),_(24,_17))",0.0
"#Used_Scooters_((6,_16),_(25,_17))",0.0
"#Used_Scooters_((6,_16),_(26,_17))",0.0
"#Used_Scooters_((6,_16),_(27,_17))",0.0
"#Used_Scooters_((6,_16),_(28,_17))",0.0
"#Used_Scooters_((6,_16),_(29,_17))",0.0
"#Used_Scooters_((6,_16),_(3,_17))",0.0
"#Used_Scooters_((6,_16),_(30,_17))",0.0
"#Used_Scooters_((6,_16),_(31,_17))",0.0
"#Used_Scooters_((6,_16),_(32,_17))",0.0
"#Used_Scooters_((6,_16),_(33,_17))",0.0
"#Used_Scooters_((6,_16),_(34,_17))",0.0
"#Used_Scooters_((6,_16),_(35,_17))",0.0
"#Used_Scooters_((6,_16),_(36,_17))",0.0
"#Used_Scooters_((6,_16),_(37,_17))",0.0
"#Used_Scooters_((6,_16),_(38,_17))",0.0
"#Used_Scooters_((6,_16),_(39,_17))",0.0
"#Used_Scooters_((6,_16),_(4,_17))",0.0
"#Used_Scooters_((6,_16),_(40,_17))",0.0
"#Used_Scooters_((6,_16),_(41,_17))",0.0
"#Used_Scooters_((6,_16),_(42,_17))",0.0
"#Used_Scooters_((6,_16),_(43,_17))",0.0
"#Used_Scooters_((6,_16),_(44,_17))",0.0
"#Used_Scooters_((6,_16),_(45,_17))",0.0
"#Used_Scooters_((6,_16),_(46,_17))",0.0
"#Used_Scooters_((6,_16),_(47,_17))",0.0
"#Used_Scooters_((6,_16),_(48,_17))",0.0
"#Used_Scooters_((6,_16),_(49,_17))",0.0
"#Used_Scooters_((6,_16),_(5,_17))",0.0
"#Used_Scooters_((6,_16),_(50,_17))",0.0
"#Used_Scooters_((6,_16),_(51,_17))",0.0
"#Used_Scooters_((6,_16),_(52,_17))",0.0
"#Used_Scooters_((6,_16),_(53,_17))",0.0
"#Used_Scooters_((6,_16),_(54,_17))",0.0
"#Used_Scooters_((6,_16),_(55,_17))",0.0
"#Used_Scooters_((6,_16),_(7,_17))",0.0
"#Used_Scooters_((6,_16),_(8,_17))",0.0
"#Used_Scooters_((6,_16),_(9,_17))",0.0
"#Used_Scooters_((6,_17),_(0,_18))",0.0
"#Used_Scooters_((6,_17),_(1,_18))",0.0
"#Used_Scooters_((6,_17),_(10,_18))",0.0
"#Used_Scooters_((6,_17),_(11,_18))",0.0
"#Used_Scooters_((6,_17),_(12,_18))",0.0
"#Used_Scooters_((6,_17),_(13,_18))",0.0
"#Used_Scooters_((6,_17),_(14,_18))",0.0
"#Used_Scooters_((6,_17),_(15,_18))",0.0
"#Used_Scooters_((6,_17),_(16,_18))",0.0
"#Used_Scooters_((6,_17),_(17,_18))",0.0
"#Used_Scooters_((6,_17),_(18,_18))",0.0
"#Used_Scooters_((6,_17),_(19,_18))",0.0
"#Used_Scooters_((6,_17),_(2,_18))",0.0
"#Used_Scooters_((6,_17),_(20,_18))",0.0
"#Used_Scooters_((6,_17),_(21,_18))",0.0
"#Used_Scooters_((6,_17),_(22,_18))",0.0
"#Used_Scooters_((6,_17),_(23,_18))",0.0
"#Used_Scooters_((6,_17),_(24,_18))",0.0
"#Used_Scooters_((6,_17),_(25,_18))",0.0
"#Used_Scooters_((6,_17),_(26,_18))",0.0
"#Used_Scooters_((6,_17),_(27,_18))",0.0
"#Used_Scooters_((6,_17),_(28,_18))",0.0
"#Used_Scooters_((6,_17),_(29,_18))",0.0
"#Used_Scooters_((6,_17),_(3,_18))",0.0
"#Used_Scooters_((6,_17),_(30,_18))",0.0
"#Used_Scooters_((6,_17),_(31,_18))",0.0
"#Used_Scooters_((6,_17),_(32,_18))",0.0
"#Used_Scooters_((6,_17),_(33,_18))",0.0
"#Used_Scooters_((6,_17),_(34,_18))",0.0
"#Used_Scooters_((6,_17),_(35,_18))",0.0
"#Used_Scooters_((6,_17),_(36,_18))",0.0
"#Used_Scooters_((6,_17),_(37,_18))",0.0
"#Used_Scooters_((6,_17),_(38,_18))",0.0
"#Used_Scooters_((6,_17),_(39,_18))",0.0
"#Used_Scooters_((6,_17),_(4,_18))",0.0
"#Used_Scooters_((6,_17),_(40,_18))",0.0
"#Used_Scooters_((6,_17),_(41,_18))",0.0
"#Used_Scooters_((6,_17),_(42,_18))",0.0
"#Used_Scooters_((6,_17),_(43,_18))",0.0
"#Used_Scooters_((6,_17),_(44,_18))",0.0
"#Used_Scooters_((6,_17),_(45,_18))",0.0
"#Used_Scooters_((6,_17),_(46,_18))",0.0
"#Used_Scooters_((6,_17),_(47,_18))",0.0
"#Used_Scooters_((6,_17),_(48,_18))",0.0
"#Used_Scooters_((6,_17),_(49,_18))",0.0
"#Used_Scooters_((6,_17),_(5,_18))",0.0
"#Used_Scooters_((6,_17),_(50,_18))",0.0
"#Used_Scooters_((6,_17),_(51,_18))",0.0
"#Used_Scooters_((6,_17),_(52,_18))",0.0
"#Used_Scooters_((6,_17),_(53,_18))",0.0
"#Used_Scooters_((6,_17),_(54,_18))",0.0
"#Used_Scooters_((6,_17),_(55,_18))",0.0
"#Used_Scooters_((6,_17),_(7,_18))",0.0
"#Used_Scooters_((6,_17),_(8,_18))",0.0
"#Used_Scooters_((6,_17),_(9,_18))",0.0
"#Used_Scooters_((6,_18),_(0,_19))",0.0
"#Used_Scooters_((6,_18),_(1,_19))",0.0
"#Used_Scooters_((6,_18),_(10,_19))",0.0
"#Used_Scooters_((6,_18),_(11,_19))",0.0
"#Used_Scooters_((6,_18),_(12,_19))",0.0
"#Used_Scooters_((6,_18),_(13,_19))",0.0
"#Used_Scooters_((6,_18),_(14,_19))",0.0
"#Used_Scooters_((6,_18),_(15,_19))",0.0
"#Used_Scooters_((6,_18),_(16,_19))",0.0
"#Used_Scooters_((6,_18),_(17,_19))",0.0
"#Used_Scooters_((6,_18),_(18,_19))",0.0
"#Used_Scooters_((6,_18),_(19,_19))",0.0
"#Used_Scooters_((6,_18),_(2,_19))",0.0
"#Used_Scooters_((6,_18),_(20,_19))",0.0
"#Used_Scooters_((6,_18),_(21,_19))",0.0
"#Used_Scooters_((6,_18),_(22,_19))",0.0
"#Used_Scooters_((6,_18),_(23,_19))",0.0
"#Used_Scooters_((6,_18),_(24,_19))",0.0
"#Used_Scooters_((6,_18),_(25,_19))",0.0
"#Used_Scooters_((6,_18),_(26,_19))",0.0
"#Used_Scooters_((6,_18),_(27,_19))",0.0
"#Used_Scooters_((6,_18),_(28,_19))",0.0
"#Used_Scooters_((6,_18),_(29,_19))",0.0
"#Used_Scooters_((6,_18),_(3,_19))",0.0
"#Used_Scooters_((6,_18),_(30,_19))",0.0
"#Used_Scooters_((6,_18),_(31,_19))",0.0
"#Used_Scooters_((6,_18),_(32,_19))",0.0
"#Used_Scooters_((6,_18),_(33,_19))",0.0
"#Used_Scooters_((6,_18),_(34,_19))",0.0
"#Used_Scooters_((6,_18),_(35,_19))",0.0
"#Used_Scooters_((6,_18),_(36,_19))",0.0
"#Used_Scooters_((6,_18),_(37,_19))",0.0
"#Used_Scooters_((6,_18),_(38,_19))",0.0
"#Used_Scooters_((6,_18),_(39,_19))",0.0
"#Used_Scooters_((6,_18),_(4,_19))",0.0
"#Used_Scooters_((6,_18),_(40,_19))",0.0
"#Used_Scooters_((6,_18),_(41,_19))",0.0
"#Used_Scooters_((6,_18),_(42,_19))",0.0
"#Used_Scooters_((6,_18),_(43,_19))",0.0
"#Used_Scooters_((6,_18),_(44,_19))",0.0
"#Used_Scooters_((6,_18),_(45,_19))",0.0
"#Used_Scooters_((6,_18),_(46,_19))",0.0
"#Used_Scooters_((6,_18),_(47,_19))",0.0
"#Used_Scooters_((6,_18),_(48,_19))",0.0
"#Used_Scooters_((6,_18),_(49,_19))",0.0
"#Used_Scooters_((6,_18),_(5,_19))",0.0
"#Used_Scooters_((6,_18),_(50,_19))",0.0
"#Used_Scooters_((6,_18),_(51,_19))",0.0
"#Used_Scooters_((6,_18),_(52,_19))",0.0
"#Used_Scooters_((6,_18),_(53,_19))",0.0
"#Used_Scooters_((6,_18),_(54,_19))",0.0
"#Used_Scooters_((6,_18),_(55,_19))",0.0
"#Used_Scooters_((6,_18),_(7,_19))",0.0
"#Used_Scooters_((6,_18),_(8,_19))",0.0
"#Used_Scooters_((6,_18),_(9,_19))",0.0
"#Used_Scooters_((6,_2),_(0,_3))",0.0
"#Used_Scooters_((6,_2),_(1,_3))",0.0
"#Used_Scooters_((6,_2),_(10,_3))",0.0
"#Used_Scooters_((6,_2),_(11,_3))",1.0
"#Used_Scooters_((6,_2),_(12,_3))",0.0
"#Used_Scooters_((6,_2),_(13,_3))",2.0
"#Used_Scooters_((6,_2),_(14,_3))",0.0
"#Used_Scooters_((6,_2),_(15,_3))",0.0
"#Used_Scooters_((6,_2),_(16,_3))",0.0
"#Used_Scooters_((6,_2),_(17,_3))",0.0
"#Used_Scooters_((6,_2),_(18,_3))",0.0
"#Used_Scooters_((6,_2),_(19,_3))",0.0
"#Used_Scooters_((6,_2),_(2,_3))",0.0
"#Used_Scooters_((6,_2),_(20,_3))",0.0
"#Used_Scooters_((6,_2),_(21,_3))",1.0
"#Used_Scooters_((6,_2),_(22,_3))",1.0
"#Used_Scooters_((6,_2),_(23,_3))",1.0
"#Used_Scooters_((6,_2),_(24,_3))",0.0
"#Used_Scooters_((6,_2),_(25,_3))",0.0
"#Used_Scooters_((6,_2),_(26,_3))",0.0
"#Used_Scooters_((6,_2),_(27,_3))",0.0
"#Used_Scooters_((6,_2),_(28,_3))",0.0
"#Used_Scooters_((6,_2),_(29,_3))",1.0
"#Used_Scooters_((6,_2),_(3,_3))",0.0
"#Used_Scooters_((6,_2),_(30,_3))",0.0
"#Used_Scooters_((6,_2),_(31,_3))",0.0
"#Used_Scooters_((6,_2),_(32,_3))",0.0
"#Used_Scooters_((6,_2),_(33,_3))",0.0
"#Used_Scooters_((6,_2),_(34,_3))",1.0
"#Used_Scooters_((6,_2),_(35,_3))",2.0
"#Used_Scooters_((6,_2),_(36,_3))",0.0
"#Used_Scooters_((6,_2),_(37,_3))",0.0
"#Used_Scooters_((6,_2),_(38,_3))",1.0
"#Used_Scooters_((6,_2),_(39,_3))",0.0
"#Used_Scooters_((6,_2),_(4,_3))",0.0
"#Used_Scooters_((6,_2),_(40,_3))",0.0
"#Used_Scooters_((6,_2),_(41,_3))",0.0
"#Used_Scooters_((6,_2),_(42,_3))",0.0
"#Used_Scooters_((6,_2),_(43,_3))",0.0
"#Used_Scooters_((6,_2),_(44,_3))",0.0
"#Used_Scooters_((6,_2),_(45,_3))",0.0
"#Used_Scooters_((6,_2),_(46,_3))",1.0
"#Used_Scooters_((6,_2),_(47,_3))",1.0
"#Used_Scooters_((6,_2),_(48,_3))",0.0
"#Used_Scooters_((6,_2),_(49,_3))",1.0
"#Used_Scooters_((6,_2),_(5,_3))",1.0
"#Used_Scooters_((6,_2),_(50,_3))",2.0
"#Used_Scooters_((6,_2),_(51,_3))",0.0
"#Used_Scooters_((6,_2),_(52,_3))",0.0
"#Used_Scooters_((6,_2),_(53,_3))",0.0
"#Used_Scooters_((6,_2),_(54,_3))",1.0
"#Used_Scooters_((6,_2),_(55,_3))",0.0
"#Used_Scooters_((6,_2),_(7,_3))",0.0
"#Used_Scooters_((6,_2),_(8,_3))",1.0
"#Used_Scooters_((6,_2),_(9,_3))",1.0
"#Used_Scooters_((6,_3),_(0,_4))",0.0
"#Used_Scooters_((6,_3),_(1,_4))",0.0
"#Used_Scooters_((6,_3),_(10,_4))",0.0
"#Used_Scooters_((6,_3),_(11,_4))",0.0
"#Used_Scooters_((6,_3),_(12,_4))",0.0
"#Used_Scooters_((6,_3),_(13,_4))",1.0
"#Used_Scooters_((6,_3),_(14,_4))",0.0
"#Used_Scooters_((6,_3),_(15,_4))",0.0
"#Used_Scooters_((6,_3),_(16,_4))",0.0
"#Used_Scooters_((6,_3),_(17,_4))",0.0
"#Used_Scooters_((6,_3),_(18,_4))",0.0
"#Used_Scooters_((6,_3),_(19,_4))",0.0
"#Used_Scooters_((6,_3),_(2,_4))",0.0
"#Used_Scooters_((6,_3),_(20,_4))",0.0
"#Used_Scooters_((6,_3),_(21,_4))",1.0
"#Used_Scooters_((6,_3),_(22,_4))",1.0
"#Used_Scooters_((6,_3),_(23,_4))",0.0
"#Used_Scooters_((6,_3),_(24,_4))",0.0
"#Used_Scooters_((6,_3),_(25,_4))",0.0
"#Used_Scooters_((6,_3),_(26,_4))",0.0
"#Used_Scooters_((6,_3),_(27,_4))",0.0
"#Used_Scooters_((6,_3),_(28,_4))",0.0
"#Used_Scooters_((6,_3),_(29,_4))",0.0
"#Used_Scooters_((6,_3),_(3,_4))",0.0
"#Used_Scooters_((6,_3),_(30,_4))",0.0
"#Used_Scooters_((6,_3),_(31,_4))",0.0
"#Used_Scooters_((6,_3),_(32,_4))",0.0
"#Used_Scooters_((6,_3),_(33,_4))",0.0
"#Used_Scooters_((6,_3),_(34,_4))",1.0
"#Used_Scooters_((6,_3),_(35,_4))",1.0
"#Used_Scooters_((6,_3),_(36,_4))",0.0
"#Used_Scooters_((6,_3),_(37,_4))",0.0
"#Used_Scooters_((6,_3),_(38,_4))",0.0
"#Used_Scooters_((6,_3),_(39,_4))",0.0
"#Used_Scooters_((6,_3),_(4,_4))",0.0
"#Used_Scooters_((6,_3),_(40,_4))",0.0
"#Used_Scooters_((6,_3),_(41,_4))",0.0
"#Used_Scooters_((6,_3),_(42,_4))",0.0
"#Used_Scooters_((6,_3),_(43,_4))",0.0
"#Used_Scooters_((6,_3),_(44,_4))",0.0
"#Used_Scooters_((6,_3),_(45,_4))",0.0
"#Used_Scooters_((6,_3),_(46,_4))",0.0
"#Used_Scooters_((6,_3),_(47,_4))",0.0
"#Used_Scooters_((6,_3),_(48,_4))",0.0
"#Used_Scooters_((6,_3),_(49,_4))",1.0
"#Used_Scooters_((6,_3),_(5,_4))",0.0
"#Used_Scooters_((6,_3),_(50,_4))",1.0
"#Used_Scooters_((6,_3),_(51,_4))",0.0
"#Used_Scooters_((6,_3),_(52,_4))",0.0
"#Used_Scooters_((6,_3),_(53,_4))",0.0
"#Used_Scooters_((6,_3),_(54,_4))",1.0
"#Used_Scooters_((6,_3),_(55,_4))",0.0
"#Used_Scooters_((6,_3),_(7,_4))",0.0
"#Used_Scooters_((6,_3),_(8,_4))",1.0
"#Used_Scooters_((6,_3),_(9,_4))",1.0
"#Used_Scooters_((6,_4),_(0,_5))",0.0
"#Used_Scooters_((6,_4),_(1,_5))",0.0
"#Used_Scooters_((6,_4),_(10,_5))",0.0
"#Used_Scooters_((6,_4),_(11,_5))",0.0
"#Used_Scooters_((6,_4),_(12,_5))",0.0
"#Used_Scooters_((6,_4),_(13,_5))",0.0
"#Used_Scooters_((6,_4),_(14,_5))",0.0
"#Used_Scooters_((6,_4),_(15,_5))",0.0
"#Used_Scooters_((6,_4),_(16,_5))",0.0
"#Used_Scooters_((6,_4),_(17,_5))",0.0
"#Used_Scooters_((6,_4),_(18,_5))",0.0
"#Used_Scooters_((6,_4),_(19,_5))",0.0
"#Used_Scooters_((6,_4),_(2,_5))",0.0
"#Used_Scooters_((6,_4),_(20,_5))",0.0
"#Used_Scooters_((6,_4),_(21,_5))",0.0
"#Used_Scooters_((6,_4),_(22,_5))",0.0
"#Used_Scooters_((6,_4),_(23,_5))",0.0
"#Used_Scooters_((6,_4),_(24,_5))",0.0
"#Used_Scooters_((6,_4),_(25,_5))",0.0
"#Used_Scooters_((6,_4),_(26,_5))",0.0
"#Used_Scooters_((6,_4),_(27,_5))",0.0
"#Used_Scooters_((6,_4),_(28,_5))",0.0
"#Used_Scooters_((6,_4),_(29,_5))",0.0
"#Used_Scooters_((6,_4),_(3,_5))",0.0
"#Used_Scooters_((6,_4),_(30,_5))",0.0
"#Used_Scooters_((6,_4),_(31,_5))",0.0
"#Used_Scooters_((6,_4),_(32,_5))",0.0
"#Used_Scooters_((6,_4),_(33,_5))",0.0
"#Used_Scooters_((6,_4),_(34,_5))",0.0
"#Used_Scooters_((6,_4),_(35,_5))",0.0
"#Used_Scooters_((6,_4),_(36,_5))",0.0
"#Used_Scooters_((6,_4),_(37,_5))",0.0
"#Used_Scooters_((6,_4),_(38,_5))",0.0
"#Used_Scooters_((6,_4),_(39,_5))",0.0
"#Used_Scooters_((6,_4),_(4,_5))",0.0
"#Used_Scooters_((6,_4),_(40,_5))",0.0
"#Used_Scooters_((6,_4),_(41,_5))",0.0
"#Used_Scooters_((6,_4),_(42,_5))",0.0
"#Used_Scooters_((6,_4),_(43,_5))",0.0
"#Used_Scooters_((6,_4),_(44,_5))",0.0
"#Used_Scooters_((6,_4),_(45,_5))",0.0
"#Used_Scooters_((6,_4),_(46,_5))",0.0
"#Used_Scooters_((6,_4),_(47,_5))",0.0
"#Used_Scooters_((6,_4),_(48,_5))",0.0
"#Used_Scooters_((6,_4),_(49,_5))",0.0
"#Used_Scooters_((6,_4),_(5,_5))",0.0
"#Used_Scooters_((6,_4),_(50,_5))",0.0
"#Used_Scooters_((6,_4),_(51,_5))",0.0
"#Used_Scooters_((6,_4),_(52,_5))",0.0
"#Used_Scooters_((6,_4),_(53,_5))",0.0
"#Used_Scooters_((6,_4),_(54,_5))",0.0
"#Used_Scooters_((6,_4),_(55,_5))",0.0
"#Used_Scooters_((6,_4),_(7,_5))",0.0
"#Used_Scooters_((6,_4),_(8,_5))",0.0
"#Used_Scooters_((6,_4),_(9,_5))",0.0
"#Used_Scooters_((6,_5),_(0,_6))",0.0
"#Used_Scooters_((6,_5),_(1,_6))",0.0
"#Used_Scooters_((6,_5),_(10,_6))",0.0
"#Used_Scooters_((6,_5),_(11,_6))",0.0
"#Used_Scooters_((6,_5),_(12,_6))",0.0
"#Used_Scooters_((6,_5),_(13,_6))",0.0
"#Used_Scooters_((6,_5),_(14,_6))",0.0
"#Used_Scooters_((6,_5),_(15,_6))",0.0
"#Used_Scooters_((6,_5),_(16,_6))",0.0
"#Used_Scooters_((6,_5),_(17,_6))",0.0
"#Used_Scooters_((6,_5),_(18,_6))",0.0
"#Used_Scooters_((6,_5),_(19,_6))",0.0
"#Used_Scooters_((6,_5),_(2,_6))",0.0
"#Used_Scooters_((6,_5),_(20,_6))",0.0
"#Used_Scooters_((6,_5),_(21,_6))",0.0
"#Used_Scooters_((6,_5),_(22,_6))",0.0
"#Used_Scooters_((6,_5),_(23,_6))",0.0
"#Used_Scooters_((6,_5),_(24,_6))",0.0
"#Used_Scooters_((6,_5),_(25,_6))",0.0
"#Used_Scooters_((6,_5),_(26,_6))",0.0
"#Used_Scooters_((6,_5),_(27,_6))",0.0
"#Used_Scooters_((6,_5),_(28,_6))",0.0
"#Used_Scooters_((6,_5),_(29,_6))",0.0
"#Used_Scooters_((6,_5),_(3,_6))",0.0
"#Used_Scooters_((6,_5),_(30,_6))",0.0
"#Used_Scooters_((6,_5),_(31,_6))",0.0
"#Used_Scooters_((6,_5),_(32,_6))",0.0
"#Used_Scooters_((6,_5),_(33,_6))",0.0
"#Used_Scooters_((6,_5),_(34,_6))",0.0
"#Used_Scooters_((6,_5),_(35,_6))",0.0
"#Used_Scooters_((6,_5),_(36,_6))",0.0
"#Used_Scooters_((6,_5),_(37,_6))",0.0
"#Used_Scooters_((6,_5),_(38,_6))",0.0
"#Used_Scooters_((6,_5),_(39,_6))",0.0
"#Used_Scooters_((6,_5),_(4,_6))",0.0
"#Used_Scooters_((6,_5),_(40,_6))",0.0
"#Used_Scooters_((6,_5),_(41,_6))",0.0
"#Used_Scooters_((6,_5),_(42,_6))",0.0
"#Used_Scooters_((6,_5),_(43,_6))",0.0
"#Used_Scooters_((6,_5),_(44,_6))",0.0
"#Used_Scooters_((6,_5),_(45,_6))",0.0
"#Used_Scooters_((6,_5),_(46,_6))",0.0
"#Used_Scooters_((6,_5),_(47,_6))",0.0
"#Used_Scooters_((6,_5),_(48,_6))",0.0
"#Used_Scooters_((6,_5),_(49,_6))",0.0
"#Used_Scooters_((6,_5),_(5,_6))",0.0
"#Used_Scooters_((6,_5),_(50,_6))",0.0
"#Used_Scooters_((6,_5),_(51,_6))",0.0
"#Used_Scooters_((6,_5),_(52,_6))",0.0
"#Used_Scooters_((6,_5),_(53,_6))",0.0
"#Used_Scooters_((6,_5),_(54,_6))",0.0
"#Used_Scooters_((6,_5),_(55,_6))",0.0
"#Used_Scooters_((6,_5),_(7,_6))",0.0
"#Used_Scooters_((6,_5),_(8,_6))",0.0
"#Used_Scooters_((6,_5),_(9,_6))",0.0
"#Used_Scooters_((6,_6),_(0,_7))",0.0
"#Used_Scooters_((6,_6),_(1,_7))",0.0
"#Used_Scooters_((6,_6),_(10,_7))",0.0
"#Used_Scooters_((6,_6),_(11,_7))",0.0
"#Used_Scooters_((6,_6),_(12,_7))",0.0
"#Used_Scooters_((6,_6),_(13,_7))",0.0
"#Used_Scooters_((6,_6),_(14,_7))",0.0
"#Used_Scooters_((6,_6),_(15,_7))",0.0
"#Used_Scooters_((6,_6),_(16,_7))",0.0
"#Used_Scooters_((6,_6),_(17,_7))",0.0
"#Used_Scooters_((6,_6),_(18,_7))",0.0
"#Used_Scooters_((6,_6),_(19,_7))",0.0
"#Used_Scooters_((6,_6),_(2,_7))",0.0
"#Used_Scooters_((6,_6),_(20,_7))",0.0
"#Used_Scooters_((6,_6),_(21,_7))",0.0
"#Used_Scooters_((6,_6),_(22,_7))",0.0
"#Used_Scooters_((6,_6),_(23,_7))",0.0
"#Used_Scooters_((6,_6),_(24,_7))",0.0
"#Used_Scooters_((6,_6),_(25,_7))",0.0
"#Used_Scooters_((6,_6),_(26,_7))",0.0
"#Used_Scooters_((6,_6),_(27,_7))",0.0
"#Used_Scooters_((6,_6),_(28,_7))",0.0
"#Used_Scooters_((6,_6),_(29,_7))",0.0
"#Used_Scooters_((6,_6),_(3,_7))",0.0
"#Used_Scooters_((6,_6),_(30,_7))",0.0
"#Used_Scooters_((6,_6),_(31,_7))",0.0
"#Used_Scooters_((6,_6),_(32,_7))",0.0
"#Used_Scooters_((6,_6),_(33,_7))",0.0
"#Used_Scooters_((6,_6),_(34,_7))",0.0
"#Used_Scooters_((6,_6),_(35,_7))",0.0
"#Used_Scooters_((6,_6),_(36,_7))",0.0
"#Used_Scooters_((6,_6),_(37,_7))",0.0
"#Used_Scooters_((6,_6),_(38,_7))",0.0
"#Used_Scooters_((6,_6),_(39,_7))",0.0
"#Used_Scooters_((6,_6),_(4,_7))",0.0
"#Used_Scooters_((6,_6),_(40,_7))",0.0
"#Used_Scooters_((6,_6),_(41,_7))",0.0
"#Used_Scooters_((6,_6),_(42,_7))",0.0
"#Used_Scooters_((6,_6),_(43,_7))",0.0
"#Used_Scooters_((6,_6),_(44,_7))",0.0
"#Used_Scooters_((6,_6),_(45,_7))",0.0
"#Used_Scooters_((6,_6),_(46,_7))",0.0
"#Used_Scooters_((6,_6),_(47,_7))",0.0
"#Used_Scooters_((6,_6),_(48,_7))",0.0
"#Used_Scooters_((6,_6),_(49,_7))",0.0
"#Used_Scooters_((6,_6),_(5,_7))",0.0
"#Used_Scooters_((6,_6),_(50,_7))",0.0
"#Used_Scooters_((6,_6),_(51,_7))",0.0
"#Used_Scooters_((6,_6),_(52,_7))",0.0
"#Used_Scooters_((6,_6),_(53,_7))",0.0
"#Used_Scooters_((6,_6),_(54,_7))",0.0
"#Used_Scooters_((6,_6),_(55,_7))",0.0
"#Used_Scooters_((6,_6),_(7,_7))",0.0
"#Used_Scooters_((6,_6),_(8,_7))",0.0
"#Used_Scooters_((6,_6),_(9,_7))",0.0
"#Used_Scooters_((6,_7),_(0,_8))",0.0
"#Used_Scooters_((6,_7),_(1,_8))",0.0
"#Used_Scooters_((6,_7),_(10,_8))",0.0
"#Used_Scooters_((6,_7),_(11,_8))",0.0
"#Used_Scooters_((6,_7),_(12,_8))",0.0
"#Used_Scooters_((6,_7),_(13,_8))",0.0
"#Used_Scooters_((6,_7),_(14,_8))",0.0
"#Used_Scooters_((6,_7),_(15,_8))",0.0
"#Used_Scooters_((6,_7),_(16,_8))",0.0
"#Used_Scooters_((6,_7),_(17,_8))",0.0
"#Used_Scooters_((6,_7),_(18,_8))",0.0
"#Used_Scooters_((6,_7),_(19,_8))",0.0
"#Used_Scooters_((6,_7),_(2,_8))",0.0
"#Used_Scooters_((6,_7),_(20,_8))",0.0
"#Used_Scooters_((6,_7),_(21,_8))",0.0
"#Used_Scooters_((6,_7),_(22,_8))",0.0
"#Used_Scooters_((6,_7),_(23,_8))",0.0
"#Used_Scooters_((6,_7),_(24,_8))",0.0
"#Used_Scooters_((6,_7),_(25,_8))",0.0
"#Used_Scooters_((6,_7),_(26,_8))",0.0
"#Used_Scooters_((6,_7),_(27,_8))",0.0
"#Used_Scooters_((6,_7),_(28,_8))",0.0
"#Used_Scooters_((6,_7),_(29,_8))",0.0
"#Used_Scooters_((6,_7),_(3,_8))",0.0
"#Used_Scooters_((6,_7),_(30,_8))",0.0
"#Used_Scooters_((6,_7),_(31,_8))",0.0
"#Used_Scooters_((6,_7),_(32,_8))",0.0
"#Used_Scooters_((6,_7),_(33,_8))",0.0
"#Used_Scooters_((6,_7),_(34,_8))",0.0
"#Used_Scooters_((6,_7),_(35,_8))",0.0
"#Used_Scooters_((6,_7),_(36,_8))",0.0
"#Used_Scooters_((6,_7),_(37,_8))",0.0
"#Used_Scooters_((6,_7),_(38,_8))",0.0
"#Used_Scooters_((6,_7),_(39,_8))",0.0
"#Used_Scooters_((6,_7),_(4,_8))",0.0
"#Used_Scooters_((6,_7),_(40,_8))",0.0
"#Used_Scooters_((6,_7),_(41,_8))",0.0
"#Used_Scooters_((6,_7),_(42,_8))",0.0
"#Used_Scooters_((6,_7),_(43,_8))",0.0
"#Used_Scooters_((6,_7),_(44,_8))",0.0
"#Used_Scooters_((6,_7),_(45,_8))",0.0
"#Used_Scooters_((6,_7),_(46,_8))",0.0
"#Used_Scooters_((6,_7),_(47,_8))",0.0
"#Used_Scooters_((6,_7),_(48,_8))",0.0
"#Used_Scooters_((6,_7),_(49,_8))",0.0
"#Used_Scooters_((6,_7),_(5,_8))",0.0
"#Used_Scooters_((6,_7),_(50,_8))",0.0
"#Used_Scooters_((6,_7),_(51,_8))",0.0
"#Used_Scooters_((6,_7),_(52,_8))",0.0
"#Used_Scooters_((6,_7),_(53,_8))",0.0
"#Used_Scooters_((6,_7),_(54,_8))",0.0
"#Used_Scooters_((6,_7),_(55,_8))",0.0
"#Used_Scooters_((6,_7),_(7,_8))",0.0
"#Used_Scooters_((6,_7),_(8,_8))",0.0
"#Used_Scooters_((6,_7),_(9,_8))",0.0
"#Used_Scooters_((6,_8),_(0,_9))",0.0
"#Used_Scooters_((6,_8),_(1,_9))",0.0
"#Used_Scooters_((6,_8),_(10,_9))",0.0
"#Used_Scooters_((6,_8),_(11,_9))",0.0
"#Used_Scooters_((6,_8),_(12,_9))",0.0
"#Used_Scooters_((6,_8),_(13,_9))",0.0
"#Used_Scooters_((6,_8),_(14,_9))",0.0
